mbd
INF: Download Backup Tags Memory
*TAG: 01 03 05/15/2020 08:27:02.010 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 08:33:02.070 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 08:39:02.070 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 08:45:02.080 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 08:51:02.070 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 08:55:15.140 3E7.0000001D01
*TAG: 01 03 05/15/2020 08:57:02.050 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 09:03:02.070 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 09:09:02.030 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 09:15:02.040 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 09:21:02.000 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 09:27:02.170 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 09:33:02.080 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 09:39:02.050 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 09:45:02.090 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 09:45:11.040 3DD.003D67465D
*TAG: 01 03 05/15/2020 09:51:02.050 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 09:55:15.100 3E7.0000001D01
*TAG: 01 03 05/15/2020 09:57:02.050 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 10:03:02.020 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 10:09:02.070 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 10:15:02.040 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 10:21:02.120 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 10:27:02.010 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 10:33:02.030 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 10:39:02.040 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 10:45:02.040 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 10:51:02.040 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 10:55:15.120 3E7.0000001D01
*TAG: 01 03 05/15/2020 10:57:02.260 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 10:58:57.340 3DD.003D6744DE
*TAG: 01 03 05/15/2020 11:03:02.040 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 11:09:02.130 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 11:15:02.100 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 11:21:02.120 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 11:27:02.010 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 11:33:02.000 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 11:39:02.380 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 11:45:02.050 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 11:51:02.140 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 11:55:15.100 3E7.0000001D01
*TAG: 01 03 05/15/2020 11:57:02.060 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 12:03:02.040 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 12:09:02.050 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 12:15:02.040 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 12:18:50.080 3DD.003D461081
*TAG: 01 03 05/15/2020 12:21:02.080 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 12:27:02.070 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 12:33:02.000 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 12:39:02.080 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 12:45:02.040 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 12:51:02.030 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 12:55:15.130 3E7.0000001D01
*TAG: 01 01 05/15/2020 12:55:15.210 3E7.0000001D01
*TAG: 01 03 05/15/2020 12:57:02.070 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 13:03:02.020 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 13:09:02.040 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 13:15:02.000 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 13:21:02.120 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 13:27:02.130 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 13:33:02.060 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 13:39:02.020 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 13:45:02.000 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 13:51:02.170 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 13:55:15.090 3E7.0000001D01
*TAG: 01 03 05/15/2020 13:57:02.030 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 14:03:02.020 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 14:06:36.180 3DD.003D6744E0
*TAG: 01 03 05/15/2020 14:09:02.060 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 14:15:02.120 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 14:21:02.040 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 14:27:02.070 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 14:33:02.060 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 14:39:02.000 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 14:45:02.010 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 14:51:02.080 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 14:55:15.070 3E7.0000001D01
*TAG: 01 03 05/15/2020 14:57:02.060 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 15:03:02.000 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 15:09:02.080 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 15:15:02.060 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 15:18:39.870 3DD.003D9301E2
*TAG: 01 03 05/15/2020 15:21:02.020 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 15:27:02.060 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 15:33:02.000 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 15:39:02.070 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 15:45:02.070 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 15:51:02.040 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 15:55:15.220 3E7.0000001D01
*TAG: 01 03 05/15/2020 15:57:02.000 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 16:03:02.180 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 16:09:02.040 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 16:15:02.090 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 16:21:02.080 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 16:27:02.030 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 16:33:02.320 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 16:39:02.020 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 16:45:02.250 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 16:51:02.030 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 16:55:15.150 3E7.0000001D01
*TAG: 01 03 05/15/2020 16:57:02.010 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 17:03:02.020 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 17:09:02.050 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 17:13:54.000 3DD.003D930220
*TAG: 01 03 05/15/2020 17:15:02.040 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 17:21:02.180 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 17:27:02.150 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 17:33:02.080 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 17:39:02.050 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 17:45:02.020 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 17:51:02.110 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 17:55:15.130 3E7.0000001D01
*TAG: 01 03 05/15/2020 17:57:02.080 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 18:03:02.070 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 18:09:02.080 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 18:13:15.240 3DD.003D674336
*TAG: 01 03 05/15/2020 18:15:02.260 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 18:15:59.640 3DD.003D930858
*TAG: 01 03 05/15/2020 18:21:02.180 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 18:27:02.100 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 18:30:08.260 3DD.003D930848
*TAG: 01 03 05/15/2020 18:33:02.030 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 18:34:16.300 3DD.003D93081D
*TAG: 01 03 05/15/2020 18:39:02.060 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 18:40:24.990 3DD.003D6747D5
*TAG: 01 03 05/15/2020 18:45:02.080 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 18:51:02.050 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 18:55:15.170 3E7.0000001D01
*TAG: 01 03 05/15/2020 18:57:02.020 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 19:03:02.180 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 19:09:02.120 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 19:15:02.000 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 19:21:02.030 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 19:27:02.060 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 19:33:02.170 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 19:36:01.530 3DD.003D674339
*TAG: 01 03 05/15/2020 19:39:02.050 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 19:45:02.080 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 19:51:02.040 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 19:52:11.950 3DD.003D93084A
*TAG: 01 01 05/15/2020 19:55:15.200 3E7.0000001D01
*TAG: 01 01 05/15/2020 19:55:15.300 3E7.0000001D01
*TAG: 01 03 05/15/2020 19:57:02.040 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 19:58:35.250 3DD.003D6741CC
*TAG: 01 03 05/15/2020 20:03:02.040 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 20:03:21.760 3DD.003D93080C
*TAG: 01 03 05/15/2020 20:06:33.120 3DD.003D6747DC
*TAG: 01 03 05/15/2020 20:09:02.150 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 20:10:56.290 3DD.003D930855
*TAG: 01 01 05/15/2020 20:11:26.020 3DD.003D674820
*TAG: 01 01 05/15/2020 20:11:28.270 3DD.003D6741BD
*TAG: 01 03 05/15/2020 20:12:25.950 3DD.003D93030B
*TAG: 01 01 05/15/2020 20:13:41.200 3DD.003D930855
*TAG: 01 03 05/15/2020 20:15:02.220 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 20:21:02.090 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 20:24:13.230 3DD.003D674831
*TAG: 01 03 05/15/2020 20:25:09.360 3DD.003D930843
*TAG: 01 03 05/15/2020 20:27:02.020 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 20:33:02.060 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 20:38:59.190 3DD.003D92FD56
*TAG: 01 03 05/15/2020 20:39:02.590 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 20:45:02.030 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 20:50:55.630 3DD.003D930338
*TAG: 01 03 05/15/2020 20:51:02.060 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 20:51:13.070 3DD.003D674345
*TAG: 01 01 05/15/2020 20:55:15.140 3E7.0000001D01
*TAG: 01 03 05/15/2020 20:57:02.000 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 20:58:46.210 3DD.003D6747F3
*TAG: 01 03 05/15/2020 21:00:50.380 3DD.003D930338
*TAG: 01 03 05/15/2020 21:03:02.190 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 21:09:02.120 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 21:12:50.540 3DD.003D930338
*TAG: 01 03 05/15/2020 21:15:02.010 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 21:19:32.450 3DD.003D930338
*TAG: 01 03 05/15/2020 21:21:02.000 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 21:25:37.840 3DD.003D930338
*TAG: 01 03 05/15/2020 21:27:02.190 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 21:29:37.290 3DD.003D674378
*TAG: 01 03 05/15/2020 21:33:02.080 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 21:34:51.310 3DD.003D93084A
*TAG: 01 03 05/15/2020 21:39:02.090 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 21:43:07.800 3DD.003D67464C
*TAG: 01 03 05/15/2020 21:45:02.100 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 21:51:02.020 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 21:55:15.080 3E7.0000001D01
*TAG: 01 03 05/15/2020 21:57:02.080 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 22:03:02.030 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 22:09:02.060 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 22:15:02.130 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 22:21:02.000 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 22:27:02.170 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 22:33:02.060 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 22:39:02.100 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 22:44:38.160 3DD.003D930338
*TAG: 01 03 05/15/2020 22:45:02.510 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 22:51:02.030 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 22:53:32.560 3DD.003D67437E
*TAG: 01 01 05/15/2020 22:55:15.200 3E7.0000001D01
*TAG: 01 03 05/15/2020 22:57:02.070 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 23:03:02.070 3D9.1C2D25541C
*TAG: 01 01 05/15/2020 23:03:34.380 3DD.003D6747E9
*TAG: 01 01 05/15/2020 23:08:15.210 3DD.003D6741E3
*TAG: 01 03 05/15/2020 23:09:02.050 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 23:15:02.030 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 23:21:02.080 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 23:26:29.050 3DD.003D93085A
*TAG: 01 03 05/15/2020 23:27:02.030 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 23:30:51.270 3DD.003D930338
*TAG: 01 03 05/15/2020 23:33:03.030 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 23:39:03.740 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 23:45:03.160 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 23:47:04.700 3DD.003D930338
*TAG: 01 03 05/15/2020 23:51:03.040 3D9.1C2D25541C
*TAG: 01 03 05/15/2020 23:57:03.130 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 00:03:03.090 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 00:08:15.080 3DD.003D6741E3
*TAG: 01 03 05/16/2020 00:09:03.150 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 00:15:03.190 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 00:20:08.810 3DD.003D930338
*TAG: 01 03 05/16/2020 00:21:03.000 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 00:24:13.360 3DD.003D6741C8
*TAG: 01 03 05/16/2020 00:27:03.140 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 00:33:03.030 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 00:33:51.120 3DD.003D930843
*TAG: 01 03 05/16/2020 00:35:20.350 3DD.003D930843
*TAG: 01 03 05/16/2020 00:39:03.080 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 00:45:03.030 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 00:51:03.120 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 00:55:15.080 3E7.0000001D01
*TAG: 01 03 05/16/2020 00:57:03.050 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 01:03:03.000 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 01:09:03.010 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 01:15:03.060 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 01:21:03.100 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 01:27:03.040 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 01:28:06.000 3DD.003D6741C8
*TAG: 01 03 05/16/2020 01:33:03.060 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 01:39:03.150 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 01:45:03.110 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 01:51:03.090 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 01:57:03.050 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 02:03:03.020 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 02:09:03.070 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 02:15:03.060 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 02:21:03.240 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 02:27:03.030 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 02:28:06.000 3DD.003D6741C8
*TAG: 01 03 05/16/2020 02:33:03.060 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 02:39:03.060 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 02:45:03.030 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 02:51:03.050 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 02:57:03.010 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 02:57:43.100 3DD.003D930338
*TAG: 01 03 05/16/2020 03:03:03.110 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 03:09:03.040 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 03:15:03.000 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 03:21:03.090 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 03:27:03.200 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 03:28:06.010 3DD.003D6741C8
*TAG: 01 03 05/16/2020 03:33:03.070 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 03:39:03.080 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 03:45:03.080 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 03:51:03.000 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 03:57:03.080 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 04:03:03.010 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 04:09:03.000 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 04:15:03.000 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 04:21:03.090 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 04:27:03.010 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 04:28:34.240 3DD.003D67437E
*TAG: 01 03 05/16/2020 04:29:46.100 3DD.003D930338
*TAG: 01 03 05/16/2020 04:33:03.020 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 04:35:47.580 3DD.003D67433B
*TAG: 01 01 05/16/2020 04:37:45.700 3DD.003D93010F
*TAG: 01 03 05/16/2020 04:39:03.070 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 04:42:23.300 3DD.003D6747F3
*TAG: 01 03 05/16/2020 04:45:03.090 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 04:51:03.020 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 04:51:39.980 3DD.003D460F81
*TAG: 01 03 05/16/2020 04:54:41.770 3DD.003D93030B
*TAG: 01 01 05/16/2020 04:55:15.070 3E7.0000001D01
*TAG: 01 03 05/16/2020 04:57:03.010 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 04:57:36.870 3DD.003D6747F3
*TAG: 01 03 05/16/2020 05:03:03.090 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 05:07:50.290 3DD.003D674359
*TAG: 01 03 05/16/2020 05:09:03.070 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 05:12:17.230 3DD.003D92FADD
*TAG: 01 03 05/16/2020 05:15:03.000 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 05:21:03.060 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 05:27:03.040 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 05:29:19.430 3DD.003D930215
*TAG: 01 03 05/16/2020 05:33:03.070 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 05:33:57.820 3DD.003D6741CE
*TAG: 01 01 05/16/2020 05:37:02.740 3DD.003D674355
*TAG: 01 03 05/16/2020 05:39:03.000 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 05:39:23.440 3DD.003D6747E4
*TAG: 01 01 05/16/2020 05:42:51.940 3DD.003D92FC3E
*TAG: 01 03 05/16/2020 05:45:03.050 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 05:51:03.080 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 05:55:15.130 3E7.0000001D01
*TAG: 01 03 05/16/2020 05:57:03.000 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 06:03:03.050 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 06:09:03.070 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 06:15:03.040 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 06:21:03.120 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 06:27:03.140 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 06:28:35.360 3DD.003D674336
*TAG: 01 03 05/16/2020 06:33:03.040 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 06:33:27.210 3DD.003D92FB88
*TAG: 01 03 05/16/2020 06:39:03.030 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 06:43:54.370 3DD.003D930423
*TAG: 01 03 05/16/2020 06:45:03.000 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 06:51:03.020 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 06:55:15.130 3E7.0000001D01
*TAG: 01 03 05/16/2020 06:57:03.060 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 06:58:40.030 3DD.003D930869
*TAG: 01 03 05/16/2020 07:03:03.090 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 07:06:34.210 3DD.003D92FF87
*TAG: 01 03 05/16/2020 07:09:03.110 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 07:15:03.050 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 07:20:18.020 3DD.003D9301EA
*TAG: 01 03 05/16/2020 07:21:03.090 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 07:24:40.020 3DD.003D6741DC
*TAG: 01 03 05/16/2020 07:27:03.010 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 07:33:03.090 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 07:39:03.130 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 07:45:03.150 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 07:51:03.050 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 07:55:15.130 3E7.0000001D01
*TAG: 01 03 05/16/2020 07:57:03.010 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 08:01:20.630 3DD.003D92FCBE
*TAG: 01 01 05/16/2020 08:01:21.340 3DD.003D92FCE4
*TAG: 01 03 05/16/2020 08:03:03.070 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 08:09:03.030 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 08:15:03.090 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 08:21:03.050 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 08:27:03.110 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 08:33:03.020 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 08:39:03.060 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 08:45:03.150 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 08:48:14.850 3DD.003D92F9EB
*TAG: 01 03 05/16/2020 08:51:03.160 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 08:55:15.120 3E7.0000001D01
*TAG: 01 03 05/16/2020 08:57:03.030 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 09:03:03.010 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 09:09:03.040 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 09:15:03.130 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 09:21:03.000 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 09:26:48.650 3DD.003D6746B1
*TAG: 01 01 05/16/2020 09:26:49.440 3DD.003D674364
*TAG: 01 03 05/16/2020 09:27:03.000 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 09:33:03.040 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 09:39:03.000 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 09:45:03.000 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 09:51:03.040 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 09:55:15.150 3E7.0000001D01
*TAG: 01 03 05/16/2020 09:57:03.060 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 09:57:06.250 3DD.003D46136F
*TAG: 01 03 05/16/2020 10:03:03.000 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 10:03:50.270 3DD.003D93019E
*TAG: 01 03 05/16/2020 10:03:52.370 3DD.003D6741C8
*TAG: 01 03 05/16/2020 10:03:52.740 3DD.003D6744BF
*TAG: 01 01 05/16/2020 10:05:43.370 3DD.003D674699
*TAG: 01 03 05/16/2020 10:09:03.050 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 10:15:03.060 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 10:21:03.010 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 10:27:03.020 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 10:33:03.000 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 10:39:03.000 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 10:45:03.030 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 10:51:03.070 3D9.1C2D25541C
*TAG: 01 01 05/16/2020 10:55:15.130 3E7.0000001D01
*TAG: 01 03 05/16/2020 10:57:03.100 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 11:03:03.220 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 11:09:03.090 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 11:15:03.000 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 11:21:03.050 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 11:27:03.140 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 11:33:03.000 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 11:39:03.080 3D9.1C2D25541C
*TAG: 01 03 05/16/2020 11:39:05.640 3DD.003D930338
*TAG: 01 03 05/16/2020 11:43:47.270 3DD.003D6746B1
*TAG: 01 03 05/16/2020 11:45:03.010 3D9.1C2D25541C
